content_hash_id,client_hash_id,model_score,confidence,suggested_action,reason_codes,impressions_feature_window,avg_position_feature_window,ctr_feature_window,days_with_any_row,is_declining
content_38635b8d3830a3ca,client_f623b01661d4bfe4,0.7634715267426199,low,monitor,['model_decline_risk'],19.0,6.28968253968254,0.05263157894736842,45,1
content_aa52f67cb99607bb,client_73cda7b4e4f265ea,0.7631521625972584,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",15465.0,1.6884086113701011,0.0007759456838021338,59,1
content_dc6b7637b78240c2,client_73cda7b4e4f265ea,0.7619987716552612,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5081.0,0.9667243103191628,0.000787246604999016,59,1
content_fed1e3048fb5e770,client_3f0ce4d44fe94f3d,0.7605080351805676,low,monitor,['model_decline_risk'],3.0,0.6666666666666666,0.0,39,0
content_45f81097327c4ebf,client_def0955f7a377868,0.7602132311914421,low,monitor,['model_decline_risk'],12.0,9.444444444444445,0.08333333333333333,47,0
content_9d2be85413dd12ca,client_73cda7b4e4f265ea,0.7593453398721386,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",8345.0,1.0792824594553714,0.0013181545835829838,59,1
content_853fe3ebbe3d1a36,client_73cda7b4e4f265ea,0.759339992489659,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4456.0,2.0328373925768193,0.0008976660682226212,59,1
content_2b76b956c1a5aa80,client_73cda7b4e4f265ea,0.7590509780686441,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5334.0,1.6940911804002843,0.0009373828271466067,59,1
content_2767453cbd824cf2,client_73cda7b4e4f265ea,0.7588327955100916,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5304.0,0.8001699909619017,0.0011312217194570137,59,1
content_0f08369391be4457,client_73cda7b4e4f265ea,0.7583394784925915,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5176.0,2.008584856205668,0.000579598145285935,59,1
content_0303f2c3de48a186,client_73cda7b4e4f265ea,0.7583344156810325,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5895.0,1.565251820775432,0.0005089058524173028,59,1
content_fbba03b7eb561c3f,client_73cda7b4e4f265ea,0.7581739156376918,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5713.0,1.909867242620256,0.0012252756870295817,59,1
content_b99be1e69826799f,client_73cda7b4e4f265ea,0.7581587183093552,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5342.0,1.7307609396323582,0.0005615874204417821,59,1
content_818035553080efa5,client_73cda7b4e4f265ea,0.7581587183093552,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5071.0,1.821083120534439,0.0005915992900808519,59,1
content_a214fd79763f7e4d,client_73cda7b4e4f265ea,0.7578143244771417,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",9741.0,1.960989987136583,0.0014372241043014065,59,1
content_ca96bc242abe0c7a,client_73cda7b4e4f265ea,0.7577670783330255,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4073.0,1.6442011089384927,0.0007365578197888534,59,1
content_d1562c4a015f37b5,client_73cda7b4e4f265ea,0.7577670783330255,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4570.0,1.7751543388643027,0.0006564551422319475,59,0
content_a3aebffb7e4f7176,client_73cda7b4e4f265ea,0.7576081804548531,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5342.0,1.5485549668031522,0.0013103706476974915,59,1
content_de97c6b0135eb089,client_73cda7b4e4f265ea,0.7570344175794587,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3431.0,2.1185484618771206,0.0008743806470416788,59,1
content_a510d117fc1a2b67,client_73cda7b4e4f265ea,0.7566193403246742,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3380.0,1.998620007863842,0.0008875739644970414,59,1
content_bc779d8abea25ce6,client_73cda7b4e4f265ea,0.7562004295610351,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",6924.0,2.0872871144989897,0.0011554015020219526,59,1
content_395d514a254faa1e,client_73cda7b4e4f265ea,0.7561727084067581,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",8469.0,2.6953586274022143,0.0007084661707403471,59,1
content_c973a2af3794e546,client_2094c6eb080311d5,0.7561612045061687,low,monitor,['model_decline_risk'],10.0,20.821428571428573,0.1,48,0
content_f00e2ba695a875c6,client_2094c6eb080311d5,0.7560941233312021,low,monitor,['model_decline_risk'],8.0,4.375,0.125,41,0
content_efd55c548fee8d41,client_73cda7b4e4f265ea,0.7560347879705653,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",7933.0,2.531595474452612,0.0005042228665069961,59,1
content_fffff09da8a25da6,client_73cda7b4e4f265ea,0.7555645711994095,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3376.0,0.905064705942202,0.0005924170616113745,59,0
content_72e556b597ccb43a,client_73cda7b4e4f265ea,0.7555645711994095,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3112.0,0.9608973287355259,0.0006426735218508997,59,1
content_0ac9afcc862576fd,client_73cda7b4e4f265ea,0.7555408440409941,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4192.0,1.47117354387622,0.0011927480916030535,59,1
content_77079442556b3ac3,client_73cda7b4e4f265ea,0.7554355834714628,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",14962.0,2.4631950522112263,0.0006015238604464644,59,1
content_7e803a2c9663bf84,client_73cda7b4e4f265ea,0.7553950227313199,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3770.0,2.143225029475081,0.0005305039787798408,59,1
content_c553781e6aaaba3b,client_73cda7b4e4f265ea,0.7552567208205084,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3845.0,1.9151149390416382,0.0005201560468140442,59,1
content_702fcc3226d82233,client_73cda7b4e4f265ea,0.7551269938475843,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",8602.0,2.411740293975793,0.00034875610323180655,59,1
content_67b88b9a32c8d3b7,client_73cda7b4e4f265ea,0.7550540614410408,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5185.0,2.3946457275806146,0.0007714561234329798,59,1
content_f3b7ae507c5f4550,client_73cda7b4e4f265ea,0.7549411222892263,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3008.0,1.0072155471000306,0.0009973404255319148,59,0
content_2ef41ceb65509467,client_73cda7b4e4f265ea,0.7549194002991424,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",8634.0,3.041830325187977,0.0006949270326615705,59,1
content_c227a8356b3782e7,client_73cda7b4e4f265ea,0.7548085143198241,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3731.0,2.0778021466496703,0.0010720986330742428,59,0
content_b2623bb2200119cd,client_73cda7b4e4f265ea,0.7547910189671256,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5043.0,2.435418067642301,0.000793178663493952,59,1
content_f9dce21fe2aeb630,client_73cda7b4e4f265ea,0.754714678148493,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5736.0,1.2025349450472589,0.0015690376569037657,59,1
content_9b7c73a6d823c391,client_73cda7b4e4f265ea,0.7544569519547036,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",6930.0,2.3542687585728386,0.0005772005772005772,59,1
content_91f8178bd24a8394,client_73cda7b4e4f265ea,0.7544149042819737,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3187.0,1.390964889861735,0.0006275494195167869,59,1
content_ebf15f0ba58fd6c7,client_73cda7b4e4f265ea,0.7543471358917898,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",11351.0,3.1949431614620014,0.00044048982468504976,59,0
content_02dcd184792aba39,client_73cda7b4e4f265ea,0.7543305876845122,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4594.0,2.1406419915796024,0.00130605137135394,59,1
content_c23e38ebddabf6e8,client_73cda7b4e4f265ea,0.7542584128964241,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3636.0,1.7099550286416443,0.00055005500550055,59,0
content_2141d5d65d5cd495,client_73cda7b4e4f265ea,0.7542584128964241,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3137.0,1.8271638813443387,0.000637551801083838,59,1
content_0a7a764302e3eb43,client_73cda7b4e4f265ea,0.7539025739579684,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4535.0,2.4784306611354916,0.0008820286659316428,59,0
content_8ebdc699cd97087c,client_73cda7b4e4f265ea,0.7538819529147712,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3050.0,2.0660477819102447,0.0009836065573770492,59,0
content_177ff38316792bcc,client_73cda7b4e4f265ea,0.7538592281212193,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",9180.0,1.7250196830895965,0.00021786492374727668,59,1
content_54b933e62b76ccf8,client_73cda7b4e4f265ea,0.7537619941836433,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",9833.0,2.7846620391196857,0.0004067934506254449,59,1
content_55d928a601580828,client_73cda7b4e4f265ea,0.7537296397248239,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2613.0,2.0167553889243175,0.0007654037504783774,59,1
content_a672df17e3506c67,client_73cda7b4e4f265ea,0.7537108485172372,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5636.0,2.7877960066413072,0.0008871540099361249,59,1
content_8a7032104ca97ed6,client_73cda7b4e4f265ea,0.7536759525682144,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5925.0,1.9494499298560646,0.00033755274261603374,59,1
content_d15874591dfc04fd,client_73cda7b4e4f265ea,0.7536315031115511,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3508.0,1.1417094325941757,0.0011402508551881414,59,1
content_f2f5aedc8ea108f7,client_f623b01661d4bfe4,0.7535841683478349,low,monitor,['model_decline_risk'],11.0,12.083333333333332,0.09090909090909091,45,1
content_ca012332c839e269,client_73cda7b4e4f265ea,0.7535505167201344,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2806.0,1.1301086537623786,0.0007127583749109052,59,1
content_31c5233585533e77,client_73cda7b4e4f265ea,0.7535430989737126,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",7854.0,2.926045319760037,0.0007639419404125286,59,1
content_caa183ed4e886a51,client_73cda7b4e4f265ea,0.7535319437868278,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5857.0,2.767572601642557,0.0008536793580331228,59,0
content_540991235a5b69fa,client_73cda7b4e4f265ea,0.7534155776158424,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2774.0,1.2749316277657763,0.0007209805335255948,59,0
content_370c28661cc31c60,client_73cda7b4e4f265ea,0.7533454274724636,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3370.0,1.1414137453162905,0.0011869436201780415,59,1
content_45756f0cb64937ad,client_2094c6eb080311d5,0.753252708427692,low,monitor,['model_decline_risk'],8.0,6.0,0.0,40,1
content_26de9084b389d1a4,client_73cda7b4e4f265ea,0.7530050873998941,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2394.0,1.9804997708848286,0.000835421888053467,59,1
content_5c8e0e9a8df95b30,client_73cda7b4e4f265ea,0.75295780424247,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2570.0,1.0363018658903949,0.0007782101167315176,59,1
content_2a2ff4fdca284cfd,client_73cda7b4e4f265ea,0.7528279546573247,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4079.0,1.9809612656695663,0.0014709487619514587,59,1
content_0a76f5dca4e8167e,client_73cda7b4e4f265ea,0.7526995769051866,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4034.0,2.3028734747124515,0.0009915716410510659,59,1
content_ed38b95c56a923e9,client_73cda7b4e4f265ea,0.7526887741196925,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",7589.0,3.104437312342316,0.0006588483331137172,59,0
content_951f80884eca1f04,client_73cda7b4e4f265ea,0.7525665207219092,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2527.0,0.45517048142243255,0.0007914523149980214,59,1
content_4f736b7ce74343ed,client_73cda7b4e4f265ea,0.7525598896098743,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",6398.0,2.2388451870104795,0.00031259768677711783,59,1
content_9f3522276cfaa892,client_73cda7b4e4f265ea,0.7525376804656811,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",9564.0,2.3929676646715103,0.0010455876202425764,59,1
content_18f80fc3f7a271dd,client_73cda7b4e4f265ea,0.752499603072185,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2771.0,2.1081296328856127,0.0010826416456153013,59,1
content_3cbdb58f20876a56,client_73cda7b4e4f265ea,0.7524110977082807,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2908.0,1.5602074082350224,0.001375515818431912,59,1
content_6db06e2a2bd2c799,client_73cda7b4e4f265ea,0.7523238634417544,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5026.0,2.95214894888129,0.0007958615200955034,59,1
content_9fe9e75f31cda1a3,client_73cda7b4e4f265ea,0.7522097162918376,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2662.0,1.8816604634995602,0.0011269722013523666,59,1
content_ca7dea6c11511d39,client_73cda7b4e4f265ea,0.7522032044117951,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",9057.0,3.280351755255368,0.0008832946891906813,59,1
content_e4b18b00f4d71819,client_73cda7b4e4f265ea,0.7520487744439324,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",6978.0,3.2572596617920393,0.0008598452278589854,59,1
content_0045b0f47ab89f6f,client_73cda7b4e4f265ea,0.7520211635542569,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2518.0,1.850517340374651,0.0007942811755361397,59,1
content_07e22c856ddb7dd5,client_73cda7b4e4f265ea,0.751880691881081,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3024.0,2.108595981260555,0.0013227513227513227,59,1
content_ceac27b9a67aae77,client_73cda7b4e4f265ea,0.7516525893664331,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",11022.0,3.3718016848853263,0.0004536381781890764,59,0
content_cebbfdf64bceaf7b,client_73cda7b4e4f265ea,0.7515931207544356,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",6514.0,2.3620783726962467,0.0010746085354620817,59,1
content_9315f91d5a99b81e,client_73cda7b4e4f265ea,0.7515725141944959,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",12559.0,2.945953609712076,0.000796241738991958,59,1
content_9f67d3b2c1a91615,client_f623b01661d4bfe4,0.7514024709292187,low,monitor,['model_decline_risk'],7.0,5.333333333333333,0.14285714285714285,45,1
content_0d2303de0333960b,client_73cda7b4e4f265ea,0.7513993506951087,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",6362.0,2.381502938637291,0.0011002829298962591,59,1
content_796068efa6b4d33e,client_73cda7b4e4f265ea,0.7513073321605216,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2251.0,1.344965381936429,0.000888494002665482,59,1
content_7cf990eb1c86edbd,client_73cda7b4e4f265ea,0.7513068386761141,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2226.0,1.8685213792043236,0.0008984725965858042,59,1
content_dca774682282de78,client_f623b01661d4bfe4,0.7512298659097951,low,monitor,['model_decline_risk'],8.0,7.083333333333334,0.375,45,1
content_ef5f55148152b50a,client_73cda7b4e4f265ea,0.7512268664735571,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",1743.0,0.9769295158151832,0.0005737234652897303,55,0
content_e2798291e939c513,client_73cda7b4e4f265ea,0.7511356978626421,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3323.0,1.2235223484279054,0.001504664459825459,59,1
content_02e0352e7b580fc1,client_73cda7b4e4f265ea,0.7510752171760113,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",6576.0,3.3367939849961545,0.0006082725060827251,59,1
content_be13b6cde41bc3cd,client_73cda7b4e4f265ea,0.7509736615923418,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",1540.0,1.0219082963812907,0.0006493506493506494,55,1
content_2aba2a2d303ea3e2,client_73cda7b4e4f265ea,0.7506768735195735,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4553.0,1.3315069106760171,0.0017570832418185812,59,1
content_228bf1875ca88794,client_73cda7b4e4f265ea,0.7506542951398057,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4940.0,3.124925776956355,0.0006072874493927126,59,1
content_cdedc80809a55c91,client_73cda7b4e4f265ea,0.7504571872220854,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2284.0,0.8896152078283465,0.0013134851138353765,59,1
content_013337a7560c637b,client_73cda7b4e4f265ea,0.7502867099372498,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3950.0,2.2380630766652936,0.0012658227848101266,59,1
content_d027995828d6239b,client_73cda7b4e4f265ea,0.7502668927902473,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3647.0,3.0384571224274897,0.0008225939128050452,59,1
content_0f95a59a7c93558a,client_73cda7b4e4f265ea,0.7501591028924562,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",16386.0,1.7158386410505986,0.0014036372513120956,59,1
content_eadaa9b423922e05,client_3f0ce4d44fe94f3d,0.750107937783167,low,monitor,['model_decline_risk'],1.0,0.0,0.0,39,0
content_6eb386b3de54a15f,client_73cda7b4e4f265ea,0.7499665749115377,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3505.0,2.4442295933418983,0.0005706134094151213,59,1
content_91111e056b54c98d,client_73cda7b4e4f265ea,0.749949230608673,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2448.0,1.4359366583045283,0.0012254901960784314,59,1
content_386bddb6124fc1f7,client_73cda7b4e4f265ea,0.7498638641517456,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",7340.0,2.6091840946361824,0.0008174386920980927,59,1
content_1d2ae347685da00f,client_73cda7b4e4f265ea,0.7497451935415184,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2699.0,0.7850369795030705,0.0003705075954057058,59,1
content_ac0a7e85eb55fad9,client_73cda7b4e4f265ea,0.749623685498042,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",1972.0,1.823099316731324,0.0010141987829614604,59,1
content_004de95bef2ca1e9,client_73cda7b4e4f265ea,0.7495760861875891,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3939.0,3.220923419187441,0.0007616146230007616,59,1
content_9def113257c44e86,client_73cda7b4e4f265ea,0.7495760861875891,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4325.0,3.171568891496645,0.0006936416184971098,59,1
content_83f5552fc9b95b34,client_73cda7b4e4f265ea,0.7495464897757883,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",10004.0,2.9420701750871925,0.0009996001599360256,59,1
content_edf92a4e86c92d77,client_73cda7b4e4f265ea,0.7494378017399377,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2719.0,2.436516538267832,0.000735564545788893,59,1
content_92a0658795eedfd9,client_73cda7b4e4f265ea,0.7493311239140015,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",1994.0,1.9048363922468838,0.0010030090270812437,59,1
content_197e8ec3fd319470,client_73cda7b4e4f265ea,0.7493252683546776,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2184.0,1.6605203727227793,0.0009157509157509158,59,1
content_8d4373aaa2e74790,client_73cda7b4e4f265ea,0.7492465404749787,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",11937.0,3.4492267517802184,0.0005026388539834129,59,1
content_f85c341995ba5954,client_73cda7b4e4f265ea,0.7491588194047846,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",7538.0,2.3751554901248744,0.0013266118333775537,59,1
content_787b5229dfb9f4f6,client_73cda7b4e4f265ea,0.7491469974151906,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4904.0,0.8811257128840716,0.0002039151712887439,59,1
content_1dc872d315f519d8,client_3f0ce4d44fe94f3d,0.7491352974372212,low,monitor,['model_decline_risk'],6.0,2.2,0.0,39,0
content_90f02702c018e89b,client_73cda7b4e4f265ea,0.7491106117316979,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2548.0,0.8424807620471589,0.0003924646781789639,59,1
content_97b889654a78acc3,client_73cda7b4e4f265ea,0.7491106117316979,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2432.0,0.8307336571942073,0.00041118421052631577,59,1
content_10a0867cbfa4c0b0,client_73cda7b4e4f265ea,0.7491092732957052,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",14472.0,3.3537159712589673,0.0006218905472636816,59,1
content_44a25cb23e2b5b1e,client_73cda7b4e4f265ea,0.7490657463210952,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5670.0,3.098147573266612,0.0003527336860670194,59,0
content_a9545a357cd2e358,client_73cda7b4e4f265ea,0.7490377998582304,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4419.0,1.8470066812298438,0.00022629554197782303,59,1
content_58d2abfe8ea49be5,client_73cda7b4e4f265ea,0.748981992766969,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4862.0,3.350355623867019,0.0006170300287947347,59,0
content_aeb963346ad9d978,client_2094c6eb080311d5,0.7489530016072876,low,monitor,['model_decline_risk'],2.0,4.0,0.0,40,0
content_687862c62bcdcf10,client_73cda7b4e4f265ea,0.7489173536039879,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2639.0,1.4015284419396699,0.00037893141341417203,59,1
content_cd6b39dffeb17193,client_73cda7b4e4f265ea,0.7488781127949994,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",4474.0,1.2945208084679989,0.00022351363433169424,59,1
content_6e7c4437a8ef69d5,client_73cda7b4e4f265ea,0.7488208195973882,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3103.0,1.5145496923498933,0.0003222687721559781,59,1
content_4ce40288542e4b76,client_73cda7b4e4f265ea,0.748797330460075,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",6319.0,2.976127437995971,0.0003165057762304162,59,0
content_0d976961f8f2e3f3,client_73cda7b4e4f265ea,0.7487768426007776,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",15116.0,2.6403911981987074,0.0009261709446943636,59,1
content_2e9662387c9d9864,client_73cda7b4e4f265ea,0.7487758677224204,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",14975.0,3.3689742615548375,0.0006010016694490818,59,0
content_bcdd0f600b721eaa,client_73cda7b4e4f265ea,0.7487600445799358,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2034.0,2.180447832880144,0.0009832841691248771,59,1
content_9294c68f0593514e,client_73cda7b4e4f265ea,0.7487313934854478,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3321.0,2.877203019055907,0.0006022282445046673,59,1
content_2c9c8c11489dd49f,client_73cda7b4e4f265ea,0.7487249084260079,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3174.0,2.08183283855251,0.000315059861373661,59,1
content_3d7333dc1f8f1b57,client_73cda7b4e4f265ea,0.7486966081060393,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",1888.0,1.86116830130716,0.001059322033898305,59,1
content_af093830c11266fa,client_73cda7b4e4f265ea,0.7486649755404119,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2186.0,1.8004898034772092,0.0013723696248856359,59,1
content_00a2c3c7304e633d,client_73cda7b4e4f265ea,0.7486649755404119,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2171.0,1.5792885076091547,0.0013818516812528789,59,1
content_16186996571db14d,client_73cda7b4e4f265ea,0.7486611325341572,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3397.0,1.5060523107759085,0.00029437739181630853,59,1
content_2c0a22d940d2a4d6,client_73cda7b4e4f265ea,0.7486011751552074,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2690.0,1.4477030684391043,0.0003717472118959108,59,1
content_6cc92a28d459bcb4,client_73cda7b4e4f265ea,0.7485766776109436,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",3674.0,2.483616022557659,0.0010887316276537834,59,1
content_99f72996f7660979,client_73cda7b4e4f265ea,0.7484776232071513,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",7506.0,2.1330710103359434,0.0019984012789768186,59,1
content_67a67d80f5309dc7,client_73cda7b4e4f265ea,0.7484047383743381,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2933.0,2.4394837832455343,0.0010228435049437436,59,1
content_301a9eb49bff6b1a,client_73cda7b4e4f265ea,0.7482910195267412,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",8444.0,3.1705321556995765,0.0010658455708195168,59,1
content_39c950f768b4cf42,client_73cda7b4e4f265ea,0.7482827717941676,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2474.0,1.2957510755038641,0.0004042037186742118,59,1
content_d3c967e5935425d6,client_73cda7b4e4f265ea,0.7481775438709236,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5702.0,2.226127925820126,0.001578393546124167,59,0
content_99a4a49d0c98c10d,client_73cda7b4e4f265ea,0.7481746563486754,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",1823.0,1.8966699533705884,0.0010970927043335162,59,1
content_08ad8153b153301e,client_73cda7b4e4f265ea,0.748126280408618,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",2401.0,2.0276671749394546,0.00041649312786339027,59,1
content_3f11e20453a8e9c6,client_73cda7b4e4f265ea,0.7481069804084122,low,monitor,"['model_decline_risk', 'visible_model_opportunity']",5118.0,2.85929813829532,0.0009769441187964048,59,0
